WeatherDelay,AWND,PCRP,SNOW,AVGT,CMPND
1,-0.684756701,-0.422089718,-0.201493861,0.742553696,285.6
1,-0.967398536,-0.385189368,-0.201493861,0.530722537,268.308
0,0.50233901,-0.606591464,-0.201493861,0.005749665,0
0,0.389282276,0.328217385,-0.201493861,-0.316602098,1329.24
1,-0.232529763,0.063764882,-0.201493861,0.899124552,1359.666
0,-0.628228333,-0.606591464,-0.201493861,0.35573158,0
0,1.406792885,-0.606591464,-0.201493861,0.033379816,0
0,-0.28905813,0.17446593,-0.201493861,0.208370773,1155.954
0,-0.967398536,-0.606591464,-0.201493861,0.954384854,0
0,1.067622682,-0.606591464,-0.201493861,-0.758684517,0
1,0.728452479,-0.606591464,-0.201493861,-0.335022199,0
0,-0.684756701,-0.606591464,-0.201493861,0.291261227,0
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
1,-0.232529763,0.063764882,-0.201493861,0.899124552,1359.666
0,-0.119473029,-0.606591464,-0.201493861,1.175426064,0
1,0.728452479,-0.606591464,-0.201493861,-0.335022199,0
1,-0.967398536,-0.385189368,-0.201493861,0.530722537,268.308
1,0.219697174,0.285166977,-0.201493861,-0.325812149,1189
1,1.067622682,4.393405867,-0.201493861,0.770183847,14955.135
0,-1.702267309,-0.606591464,-0.201493861,0.070220018,0
0,-0.006416295,-0.606591464,-0.201493861,-1.163926733,0
1,-0.571699966,0.020714474,-0.201493861,0.585982839,965.736
0,0.276225541,-0.545090882,-0.201493861,0.318891378,119.34
1,-0.967398536,-0.385189368,-0.201493861,0.530722537,268.308
0,1.859019822,-0.606591464,-0.201493861,-0.896835272,0
0,-1.363097106,-0.606591464,-0.201493861,-0.666584013,0
0,0.445810643,-0.31138867,-0.201493861,0.11627027,549.504
1,-0.006416295,-0.495890416,-0.201493861,0.493882335,209.484
1,-1.193512005,1.189225536,-0.201493861,0.410991882,1781.2
1,0.050112073,0.672620645,-0.201493861,1.267526567,3294.512
0,0.276225541,-0.557390998,-0.201493861,0.908334603,121.584
0,-1.645738942,-0.606591464,-0.201493861,-0.086350839,0
0,-0.458643232,0.629570238,-0.201493861,0.024169766,1542.876
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
1,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818
0,-0.967398536,-0.606591464,-0.201493861,0.13469037,0
0,-0.854341802,-0.606591464,-0.201493861,0.982015006,0
1,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818
0,-0.515171599,-0.606591464,-0.201493861,-0.620533761,0
1,-0.628228333,2.671389566,-0.201493861,0.493882335,4719.715
0,-0.345586498,-0.606591464,-0.201493861,-1.661269454,0
0,-0.232529763,-0.606591464,-0.201493861,0.061009967,0
0,0.445810643,-0.606591464,-0.201493861,0.963594905,0
0,1.237207783,-0.606591464,-0.201493861,-0.325812149,0
1,-0.910870169,2.234735433,-0.201493861,0.318891378,3243.24
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
1,1.406792885,-0.422089718,-0.201493861,0.245210975,481.38
1,0.728452479,-0.606591464,-0.201493861,-0.335022199,0
0,-0.458643232,-0.606591464,-0.201493861,0.521512486,0
0,0.89803758,-0.606591464,-0.201493861,-1.127086532,0
0,-0.797813435,-0.606591464,-0.201493861,-1.513908648,0
1,-0.006416295,-0.495890416,-0.201493861,0.493882335,209.484
0,-0.458643232,-0.606591464,-0.201493861,0.521512486,0
1,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818
1,-0.232529763,1.20767571,-0.201493861,0.503092386,3147.06
0,1.011094314,-0.120736865,-0.201493861,0.346521529,1198.272
1,-0.684756701,-0.422089718,-0.201493861,0.742553696,285.6
1,-1.080455271,1.281476409,-0.201493861,-0.169241292,1500.309
0,1.011094314,-0.606591464,-0.201493861,-0.067930738,0
0,1.067622682,4.393405867,-0.201493861,0.770183847,14955.135
0,0.050112073,-0.606591464,-0.201493861,0.300471277,0
1,0.276225541,-0.557390998,-0.201493861,0.908334603,121.584
1,1.067622682,4.393405867,-0.201493861,0.770183847,14955.135
0,-0.967398536,-0.606591464,-0.201493861,-0.067930738,0
0,-0.345586498,-0.606591464,-0.201493861,-1.661269454,0
1,-0.571699966,0.020714474,-0.201493861,0.585982839,965.736
1,-1.306568739,-0.606591464,-0.201493861,0.226790874,0
0,0.784980846,-0.606591464,-0.201493861,0.779393897,0
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
0,-0.458643232,-0.606591464,-0.201493861,0.208370773,0
1,-0.910870169,2.234735433,-0.201493861,0.318891378,3243.24
1,0.050112073,0.672620645,-0.201493861,1.267526567,3294.512
0,-0.741285068,-0.606591464,-0.201493861,0.180740622,0
0,-1.193512005,-0.606591464,-0.201493861,0.788603948,0
1,1.29373615,0.660320529,-0.201493861,0.014959715,2857.014
0,-0.402114865,0.143715638,-0.201493861,-0.233711645,827.892
0,-0.345586498,-0.606591464,-0.201493861,-0.160031242,0
0,-0.232529763,1.20767571,-0.201493861,0.503092386,3147.06
0,0.728452479,-0.606591464,-0.201493861,0.35573158,0
1,-0.628228333,2.671389566,-0.201493861,0.493882335,4719.715
0,-0.176001396,-0.606591464,-0.201493861,0.217580824,0
0,-0.741285068,-0.606591464,-0.201493861,-1.449438295,0
0,-1.532682208,-0.606591464,-0.201493861,0.410991882,0
1,-0.006416295,-0.495890416,-0.201493861,0.493882335,209.484
0,-0.910870169,-0.385189368,-0.201493861,-0.150821191,197.64
1,-0.910870169,-0.557390998,-0.201493861,1.055695409,75.36
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
0,-1.306568739,-0.606591464,-0.201493861,-1.845470462,0
0,1.859019822,-0.606591464,-0.201493861,0.659663242,0
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
1,-1.419625474,-0.4835903,-0.201493861,0.687293393,115.08
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
1,0.050112073,0.672620645,-0.201493861,1.267526567,3294.512
1,-0.232529763,1.20767571,-0.201493861,0.503092386,3147.06
1,-0.571699966,0.020714474,-0.201493861,0.585982839,965.736
1,-1.476153841,-0.606591464,-0.201493861,0.180740622,0
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
1,1.802491455,0.531169306,-0.201493861,0.567562738,3766.23
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
0,-0.684756701,-0.606591464,-0.201493861,-0.261341796,0
1,0.276225541,-0.557390998,-0.201493861,0.908334603,121.584
0,0.050112073,-0.606591464,-0.201493861,0.300471277,0
0,-0.628228333,2.671389566,-0.201493861,0.493882335,4719.715
1,-0.515171599,-0.422089718,-0.201493861,0.503092386,281.94
1,1.067622682,4.393405867,-0.201493861,0.770183847,14955.135
1,-0.571699966,0.020714474,-0.201493861,0.585982839,965.736
0,-0.232529763,0.063764882,-0.201493861,0.899124552,1359.666
0,-0.062944662,-0.606591464,-0.201493861,-0.307392048,0
1,-0.571699966,0.020714474,-0.201493861,0.585982839,965.736
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
1,-1.419625474,-0.4835903,-0.201493861,0.687293393,115.08
0,-1.136983638,-0.606591464,-0.201493861,-0.335022199,0
0,-0.967398536,-0.606591464,-0.201493861,-0.813944819,0
1,0.276225541,-0.557390998,-0.201493861,0.908334603,121.584
0,-1.193512005,-0.606591464,-0.201493861,-1.219187036,0
0,-0.967398536,-0.606591464,-0.201493861,0.954384854,0
1,-0.967398536,-0.385189368,-0.201493861,0.530722537,268.308
0,-1.136983638,-0.606591464,-0.201493861,1.055695409,0
1,1.915548189,-0.354439077,-0.201493861,0.668873293,892.16
1,-0.684756701,-0.422089718,-0.201493861,0.742553696,285.6
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
1,-0.967398536,-0.385189368,-0.201493861,0.530722537,268.308
0,-0.910870169,-0.606591464,-0.201493861,0.641243141,0
1,-1.136983638,-0.606591464,-0.201493861,1.055695409,0
0,-0.797813435,-0.606591464,-0.201493861,0.576772789,0
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
0,-0.006416295,-0.557390998,-0.201493861,0.503092386,93.472
1,-0.967398536,-0.606591464,-0.201493861,0.935964754,0
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
1,-1.080455271,1.281476409,-0.201493861,-0.169241292,1500.309
0,-0.741285068,-0.606591464,-0.201493861,-1.449438295,0
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
1,-0.910870169,2.234735433,-0.201493861,0.318891378,3243.24
1,1.463321252,-0.372889252,-0.201493861,0.60440294,725.04
1,0.558867377,-0.588141289,-0.201493861,-1.117876482,13.104
1,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818
0,-1.419625474,-0.606591464,-0.201493861,0.668873293,0
1,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818
0,-0.741285068,0.611120063,-0.201493861,-1.219187036,437.778
0,0.445810643,-0.606591464,-0.201493861,0.963594905,0
0,-0.910870169,-0.606591464,-0.201493861,0.779393897,0
1,1.802491455,0.531169306,-0.201493861,0.567562738,3766.23
1,-1.193512005,1.189225536,-0.201493861,0.410991882,1781.2
0,-1.193512005,1.189225536,-0.201493861,0.410991882,1781.2
0,-0.176001396,-0.606591464,-0.201493861,0.982015006,0
0,0.445810643,-0.31138867,-0.201493861,0.11627027,549.504
0,0.219697174,-0.434389834,-0.201493861,0.622823041,373.8
0,-0.571699966,-0.606591464,-0.201493861,0.807024048,0
1,0.615395744,1.890332172,-0.201493861,0.024169766,4674.684
1,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818
0,1.68943472,-0.606591464,-0.201493861,-1.007355877,0
0,-0.345586498,-0.606591464,-0.201493861,-0.160031242,0
1,-0.910870169,-0.557390998,-0.201493861,1.055695409,75.36
1,-0.232529763,0.063764882,-0.201493861,0.899124552,1359.666
1,-1.419625474,-0.4835903,-0.201493861,0.687293393,115.08
0,-1.306568739,-0.606591464,-0.201493861,0.889914502,0
1,-0.967398536,-0.385189368,-0.201493861,0.530722537,268.308
0,0.728452479,-0.606591464,-0.201493861,-0.427122703,0
0,-0.628228333,-0.606591464,-0.201493861,-1.182346834,0
0,2.085133291,-0.606591464,-0.201493861,0.982015006,0
1,0.050112073,0.672620645,-0.201493861,1.267526567,3294.512
1,2.141661658,-0.606591464,-0.201493861,-0.36265235,0
0,-0.910870169,-0.606591464,-0.201493861,0.779393897,0
1,0.615395744,1.890332172,-0.201493861,0.024169766,4674.684
0,1.68943472,-0.606591464,-0.201493861,-2.259922729,0
1,1.406792885,-0.422089718,-0.201493861,0.245210975,481.38
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
1,-1.136983638,-0.606591464,-0.201493861,1.055695409,0
0,-0.910870169,2.234735433,-0.201493861,0.318891378,3243.24
0,2.028604923,-0.526640707,-0.201493861,-0.031090536,208.936
1,-0.571699966,-0.606591464,-0.201493861,0.807024048,0
0,0.276225541,-0.606591464,-0.201493861,-0.436332753,0
1,-0.006416295,-0.495890416,-0.201493861,0.493882335,209.484
0,-1.306568739,-0.606591464,-0.201493861,0.889914502,0
0,-1.589210575,-0.606591464,-0.201493861,0.816234099,0
1,-0.232529763,0.063764882,-0.201493861,0.899124552,1359.666
0,-0.062944662,-0.606591464,-0.201493861,-0.60211366,0
1,0.728452479,-0.606591464,-0.201493861,-0.335022199,0
1,-0.232529763,1.20767571,-0.201493861,0.503092386,3147.06
1,1.067622682,4.393405867,-0.201493861,0.770183847,14955.135
0,-1.363097106,-0.606591464,-0.201493861,-0.666584013,0
1,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818
0,0.389282276,0.328217385,-0.201493861,-0.316602098,1329.24
0,-0.119473029,-0.606591464,-0.201493861,0.972804955,0
0,-0.967398536,-0.606591464,-0.201493861,-0.206081494,0
0,0.954565947,-0.606591464,-0.201493861,-0.049510637,0
1,-0.967398536,-0.606591464,-0.201493861,0.935964754,0
1,-0.571699966,0.020714474,-0.201493861,0.585982839,965.736
0,0.728452479,-0.606591464,-0.201493861,-0.335022199,0
0,-1.250040372,-0.606591464,-0.201493861,-0.454752854,0
0,1.68943472,-0.606591464,-0.201493861,-2.259922729,0
1,1.067622682,4.393405867,-0.201493861,0.770183847,14955.135
1,-0.967398536,-0.606591464,-0.201493861,0.935964754,0
0,-0.458643232,-0.606591464,-0.201493861,1.138585862,0
1,-0.232529763,1.20767571,-0.201493861,0.503092386,3147.06
0,-0.854341802,-0.606591464,-0.201493861,0.982015006,0
1,1.067622682,4.393405867,-0.201493861,0.770183847,14955.135
0,-0.854341802,-0.606591464,-0.201493861,-1.053406129,0
0,-0.232529763,-0.606591464,-0.201493861,-0.915255373,0
0,-0.345586498,-0.606591464,-0.201493861,1.295156719,0
0,0.841509213,-0.588141289,-0.201493861,0.549142638,47.397
0,0.784980846,-0.606591464,-0.201493861,-0.178451343,0
1,0.276225541,-0.557390998,-0.201493861,0.908334603,121.584
0,0.163168807,-0.606591464,-0.201493861,0.272841126,0
0,-0.910870169,-0.606591464,-0.201493861,0.779393897,0
1,1.406792885,-0.422089718,-0.201493861,0.245210975,481.38
0,-1.023926904,-0.606591464,-0.201493861,-1.265237288,0
1,0.10664044,-0.606591464,-0.201493861,0.466252184,0
1,-0.628228333,2.671389566,-0.201493861,0.493882335,4719.715
1,2.820002064,-0.606591464,-0.201493861,-0.3534423,0
0,0.332753908,-0.606591464,-0.201493861,1.08332556,0
0,1.237207783,-0.606591464,-0.201493861,-0.325812149,0
0,-0.28905813,-0.606591464,-0.201493861,0.945174804,0
1,0.728452479,-0.606591464,-0.201493861,-0.335022199,0
1,-0.910870169,-0.059236283,-0.201493861,1.046485358,835.71
0,1.406792885,-0.606591464,-0.201493861,0.033379816,0
1,1.859019822,-0.606591464,-0.201493861,-0.896835272,0
0,-0.967398536,-0.606591464,-0.201493861,0.678083343,0
0,-1.363097106,-0.606591464,-0.201493861,0.899124552,0
1,-0.006416295,-0.495890416,-0.201493861,0.493882335,209.484
0,-0.797813435,-0.606591464,-0.201493861,-1.513908648,0
1,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818
1,1.406792885,-0.422089718,-0.201493861,0.245210975,481.38
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
0,-0.797813435,-0.606591464,-0.201493861,-0.666584013,0
0,0.163168807,-0.606591464,-0.201493861,0.272841126,0
0,0.219697174,-0.434389834,-0.201493861,0.622823041,373.8
1,-0.910870169,-0.059236283,-0.201493861,1.046485358,835.71
1,0.615395744,1.890332172,-0.201493861,0.024169766,4674.684
1,1.067622682,4.393405867,-0.201493861,0.770183847,14955.135
1,1.406792885,-0.422089718,-0.201493861,0.245210975,481.38
1,0.389282276,-0.010035817,-0.201493861,0.807024048,1475.467
0,-0.458643232,-0.606591464,-0.201493861,0.862284351,0
0,-1.136983638,-0.606591464,-0.201493861,0.466252184,0
1,-0.232529763,0.063764882,-0.201493861,0.899124552,1359.666
0,-0.006416295,-0.606591464,-0.201493861,0.392571781,0
0,1.237207783,-0.606591464,-0.201493861,-0.325812149,0
0,-0.910870169,-0.4835903,-0.201493861,0.59519289,158.4
1,-0.232529763,1.20767571,-0.201493861,0.503092386,3147.06
0,-0.910870169,-0.4835903,-0.201493861,0.59519289,158.4
1,-0.967398536,-0.385189368,-0.201493861,0.530722537,268.308
1,-0.910870169,-0.059236283,-0.201493861,1.046485358,835.71
1,-0.910870169,2.234735433,-0.201493861,0.318891378,3243.24
1,-0.232529763,0.063764882,-0.201493861,0.899124552,1359.666
0,0.784980846,-0.606591464,-0.201493861,0.162320522,0
1,1.68943472,-0.31138867,-0.201493861,-1.062616179,306.432
1,-0.910870169,2.234735433,-0.201493861,0.318891378,3243.24
1,1.68943472,-0.31138867,-0.201493861,-1.062616179,306.432
1,-0.232529763,1.20767571,-0.201493861,0.503092386,3147.06
0,-0.006416295,-0.028485992,-0.201493861,-0.786314668,492.936
1,-0.628228333,2.671389566,-0.201493861,0.493882335,4719.715
0,-1.080455271,-0.606591464,-0.201493861,0.788603948,0
0,0.784980846,-0.606591464,-0.201493861,1.129375812,0
0,0.50233901,-0.606591464,-0.201493861,0.760973796,0
0,-1.363097106,-0.606591464,-0.201493861,-0.666584013,0
0,1.68943472,-0.606591464,-0.201493861,-2.259922729,0
1,-0.515171599,-0.422089718,-0.201493861,0.503092386,281.94
1,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818
1,1.29373615,0.660320529,-0.201493861,0.014959715,2857.014
1,0.050112073,0.672620645,-0.201493861,1.267526567,3294.512
0,1.011094314,-0.606591464,-0.201493861,-0.574483509,0
1,0.276225541,-0.557390998,-0.201493861,0.908334603,121.584
0,0.784980846,-0.606591464,-0.201493861,-0.178451343,0
1,-0.006416295,-0.495890416,-0.201493861,0.493882335,209.484
1,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818
0,0.841509213,1.957982813,-0.201493861,0.226790874,5697.888
0,-0.628228333,-0.606591464,-0.201493861,0.35573158,0
1,-0.910870169,2.234735433,-0.201493861,0.318891378,3243.24
1,1.463321252,-0.372889252,-0.201493861,0.60440294,725.04
0,-1.250040372,-0.606591464,-0.201493861,-0.454752854,0
0,-0.062944662,-0.575841173,-0.201493861,-0.215291544,39.6
1,-1.080455271,1.281476409,-0.201493861,-0.169241292,1500.309
1,-1.136983638,-0.606591464,-0.201493861,1.055695409,0
0,-0.571699966,-0.606591464,-0.201493861,0.991225056,0
1,-0.628228333,2.671389566,-0.201493861,0.493882335,4719.715
1,1.463321252,-0.372889252,-0.201493861,0.60440294,725.04
1,1.915548189,-0.354439077,-0.201493861,0.668873293,892.16
1,-0.628228333,2.671389566,-0.201493861,0.493882335,4719.715
0,-0.458643232,-0.606591464,-0.201493861,0.033379816,0
0,-0.458643232,-0.606591464,-0.201493861,0.014959715,0
0,-0.571699966,0.020714474,-0.201493861,0.585982839,965.736
0,-0.345586498,-0.606591464,-0.201493861,1.295156719,0
0,0.219697174,-0.606591464,-0.201493861,-0.777104617,0
1,1.802491455,0.531169306,-0.201493861,0.567562738,3766.23
0,-0.515171599,-0.422089718,-0.201493861,0.503092386,281.94
0,-0.345586498,-0.606591464,-0.201493861,-1.661269454,0
1,0.728452479,-0.606591464,-0.201493861,-0.335022199,0
1,0.276225541,-0.557390998,-0.201493861,0.908334603,121.584
1,0.615395744,1.890332172,-0.201493861,0.024169766,4674.684
0,-0.458643232,-0.606591464,-0.201493861,-0.970515675,0
0,0.50233901,-0.606591464,-0.201493861,0.760973796,0
0,-0.854341802,-0.606591464,-0.201493861,-1.053406129,0
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
0,-0.232529763,-0.606591464,-0.201493861,-1.136296582,0
1,0.728452479,-0.606591464,-0.201493861,-0.335022199,0
0,-0.910870169,-0.606591464,-0.201493861,0.8530743,0
1,3.215700634,0.051464765,-0.201493861,0.171530572,2402.578
1,0.728452479,-0.606591464,-0.201493861,-0.335022199,0
1,0.389282276,-0.010035817,-0.201493861,0.807024048,1475.467
1,3.215700634,0.051464765,-0.201493861,0.171530572,2402.578
0,2.141661658,-0.606591464,-0.201493861,-0.36265235,0
0,0.163168807,-0.606591464,-0.201493861,0.272841126,0
0,-0.967398536,-0.606591464,-0.201493861,-1.016565927,0
0,-1.306568739,-0.606591464,-0.201493861,0.226790874,0
1,-1.136983638,-0.606591464,-0.201493861,1.055695409,0
1,-0.910870169,-0.059236283,-0.201493861,1.046485358,835.71
1,-0.006416295,-0.495890416,-0.201493861,0.493882335,209.484
0,-1.419625474,-0.606591464,-0.201493861,0.668873293,0
0,0.163168807,-0.606591464,-0.201493861,0.687293393,0
1,0.050112073,0.672620645,-0.201493861,1.267526567,3294.512
0,-0.797813435,-0.606591464,-0.201493861,-0.187661393,0
0,-1.193512005,-0.606591464,-0.201493861,-1.219187036,0
0,-1.702267309,-0.606591464,-0.201493861,0.070220018,0
1,-0.910870169,-0.557390998,-0.201493861,1.055695409,75.36
0,-1.363097106,-0.526640707,-0.201493861,-1.08103628,23.452
0,0.728452479,-0.606591464,-0.201493861,1.046485358,0
1,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818
1,-0.232529763,1.20767571,-0.201493861,0.503092386,3147.06
0,1.180679416,-0.606591464,-0.201493861,0.457042134,0
1,-0.910870169,-0.059236283,-0.201493861,1.046485358,835.71
1,-0.910870169,2.234735433,-0.201493861,0.318891378,3243.24
1,-0.571699966,0.020714474,-0.201493861,0.585982839,965.736
1,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
0,-0.458643232,-0.606591464,-0.201493861,0.208370773,0
0,-0.176001396,-0.606591464,-0.201493861,0.171530572,0
1,-0.910870169,2.234735433,-0.201493861,0.318891378,3243.24
0,-0.797813435,-0.606591464,-0.201493861,-0.666584013,0
0,1.406792885,-0.422089718,-0.201493861,0.245210975,481.38
0,0.163168807,-0.606591464,-0.201493861,0.272841126,0
1,-0.967398536,-0.606591464,-0.201493861,0.935964754,0
0,0.841509213,1.957982813,-0.201493861,0.226790874,5697.888
1,-0.967398536,-0.385189368,-0.201493861,0.530722537,268.308
0,-0.684756701,-0.422089718,-0.201493861,0.742553696,285.6
0,0.728452479,-0.606591464,-0.201493861,0.862284351,0
1,-1.136983638,-0.606591464,-0.201493861,1.055695409,0
1,1.463321252,-0.372889252,-0.201493861,0.60440294,725.04
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
0,-0.062944662,-0.575841173,-0.201493861,-0.215291544,39.6
0,-1.476153841,-0.606591464,-0.201493861,-1.07182623,0
0,-1.193512005,-0.606591464,-0.201493861,0.8530743,0
1,-0.910870169,2.234735433,-0.201493861,0.318891378,3243.24
1,1.915548189,-0.354439077,-0.201493861,0.668873293,892.16
0,-1.589210575,-0.606591464,-0.201493861,0.816234099,0
0,-0.006416295,-0.606591464,-0.201493861,1.101745661,0
0,0.389282276,-0.606591464,-0.201493861,0.779393897,0
1,-0.967398536,-0.385189368,-0.201493861,0.530722537,268.308
0,0.332753908,-0.606591464,-0.201493861,1.08332556,0
0,0.728452479,-0.606591464,-0.201493861,0.724133595,0
1,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
1,0.10664044,-0.606591464,-0.201493861,0.466252184,0
1,-0.967398536,-0.385189368,-0.201493861,0.530722537,268.308
0,-1.532682208,-0.606591464,-0.201493861,0.410991882,0
0,1.067622682,-0.606591464,-0.201493861,-0.758684517,0
0,1.406792885,-0.422089718,-0.201493861,0.245210975,481.38
0,0.276225541,-0.606591464,-0.201493861,-1.08103628,0
0,-0.571699966,-0.545090882,-0.201493861,-0.242921695,62.28
0,0.728452479,-0.606591464,-0.201493861,0.862284351,0
1,0.050112073,0.672620645,-0.201493861,1.267526567,3294.512
1,-1.193512005,1.189225536,-0.201493861,0.410991882,1781.2
1,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818
1,-0.684756701,-0.422089718,-0.201493861,0.742553696,285.6
1,1.29373615,0.660320529,-0.201493861,0.014959715,2857.014
1,0.728452479,-0.606591464,-0.201493861,-0.335022199,0
1,0.276225541,-0.557390998,-0.201493861,0.908334603,121.584
0,1.180679416,-0.606591464,-0.201493861,0.457042134,0
1,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818
1,-0.232529763,1.20767571,-0.201493861,0.503092386,3147.06
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
0,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
1,1.463321252,-0.372889252,-0.201493861,0.60440294,725.04
1,3.215700634,0.051464765,-0.201493861,0.171530572,2402.578
1,-0.797813435,-0.606591464,-0.201493861,-0.160031242,0
0,-0.345586498,-0.606591464,-0.201493861,-0.160031242,0
0,-0.176001396,-0.606591464,-0.201493861,-0.371862401,0
1,0.276225541,-0.557390998,-0.201493861,0.908334603,121.584
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
1,-0.571699966,0.020714474,-0.201493861,0.585982839,965.736
1,-0.571699966,0.020714474,-0.201493861,0.585982839,965.736
1,1.067622682,4.393405867,-0.201493861,0.770183847,14955.135
0,-0.910870169,-0.385189368,-0.201493861,-0.150821191,197.64
1,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818
1,0.615395744,1.890332172,-0.201493861,0.024169766,4674.684
0,-0.232529763,-0.606591464,-0.201493861,0.834654199,0
1,-0.232529763,0.063764882,-0.201493861,0.899124552,1359.666
1,0.050112073,0.672620645,-0.201493861,1.267526567,3294.512
1,-1.193512005,1.189225536,-0.201493861,0.410991882,1781.2
0,-1.363097106,-0.606591464,-0.201493861,-0.666584013,0
0,0.728452479,-0.606591464,-0.201493861,-0.427122703,0
1,-0.910870169,-0.059236283,-0.201493861,1.046485358,835.71
1,-1.193512005,1.189225536,-0.201493861,0.410991882,1781.2
0,0.163168807,-0.4835903,-0.201493861,-0.279761897,165.62
1,0.615395744,1.890332172,-0.201493861,0.024169766,4674.684
0,0.219697174,0.285166977,-0.201493861,-0.325812149,1189
1,1.29373615,0.660320529,-0.201493861,0.014959715,2857.014
0,0.558867377,-0.606591464,-0.201493861,0.935964754,0
1,0.615395744,1.890332172,-0.201493861,0.024169766,4674.684
1,-0.232529763,0.063764882,-0.201493861,0.899124552,1359.666
0,-0.345586498,-0.526640707,-0.201493861,0.530722537,133.64
1,-0.628228333,2.671389566,-0.201493861,0.493882335,4719.715
0,0.784980846,-0.606591464,-0.201493861,1.028065257,0
1,1.29373615,0.660320529,-0.201493861,0.014959715,2857.014
0,-0.967398536,-0.606591464,-0.201493861,0.13469037,0
0,-1.532682208,-0.606591464,-0.201493861,0.410991882,0
1,-0.967398536,-0.606591464,-0.201493861,0.935964754,0
0,2.085133291,-0.606591464,-0.201493861,-0.924465424,0
1,0.050112073,0.672620645,-0.201493861,1.267526567,3294.512
1,-0.006416295,-0.495890416,-0.201493861,0.493882335,209.484
0,2.085133291,-0.606591464,-0.201493861,0.982015006,0
1,-0.910870169,-0.557390998,-0.201493861,1.055695409,75.36
1,-0.910870169,2.234735433,-0.201493861,0.318891378,3243.24
1,0.050112073,0.672620645,-0.201493861,1.267526567,3294.512
1,1.68943472,-0.31138867,-0.201493861,-1.062616179,306.432
0,0.558867377,-0.588141289,-0.201493861,-1.117876482,13.104
1,-0.967398536,-0.385189368,-0.201493861,0.530722537,268.308
1,1.29373615,0.660320529,-0.201493861,0.014959715,2857.014
0,-0.006416295,-0.606591464,-0.201493861,1.193846164,0
1,3.215700634,0.051464765,-0.201493861,0.171530572,2402.578
0,-1.080455271,-0.606591464,-0.201493861,-0.445542804,0
1,0.615395744,1.890332172,-0.201493861,0.024169766,4674.684
1,-1.419625474,-0.4835903,-0.201493861,0.687293393,115.08
0,-0.402114865,-0.4835903,-0.201493861,0.549142638,202.02
0,-0.062944662,-0.606591464,-0.201493861,-1.228397086,0
1,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97
1,-0.232529763,1.20767571,-0.201493861,0.503092386,3147.06
0,-0.515171599,-0.606591464,-0.201493861,-1.440228245,0
1,-0.232529763,1.20767571,-0.201493861,0.503092386,3147.06
1,0.728452479,-0.606591464,-0.201493861,-0.335022199,0
0,3.441814102,-0.606591464,-0.201493861,-0.408702602,0
0,0.10664044,-0.4835903,-0.201493861,-0.399492552,149.76
0,-0.28905813,-0.606591464,-0.201493861,-0.279761897,0
1,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818
0,-0.797813435,-0.606591464,-0.201493861,0.107060219,0
0,0.728452479,-0.606591464,-0.201493861,-0.335022199,0
0,-0.967398536,-0.606591464,-0.201493861,-1.016565927,0
